smiles,RLM
C[C@H]1CCN(CCN(C)C)C(=O)Cc2c(C)c3C(=O)CC(C)(C)Cc3n2c4ccc(C(=O)N)c(N1)c4,0
CCCCCCCC(c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3ccc(Br)cc13)c4cn([C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c6ccc(Br)cc46,0
CC(C)COc1ccc(cc1C#N)c2nc(C)c(s2)C(=O)O,0
CN(CC(=O)NC(c1cccc(c1)[N+](=O)[O-])c2cc(Cl)c3cccnc3c2O)c4ccccc4,1
CC(C)c1cc(nc(N)n1)N2CC[C@@H](N)C2,0
OC(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc3nc(nc4CCSc34)c5c[nH]c6ncc(F)cc56,0
O=C(N[C@@H](C1CC1)c2ccccn2)c3ccc4[nH]nc(c5ccc(cc5)N6C7CCC6COC7)c4c3,0
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc3cc(NC(=O)Oc4ccc(C)cc4)ccc23)C(=O)O,0
CS(=O)(=O)N(C[C@H](N1CCOCC1)C(=O)NO)c2ccc(Oc3ccc(cc3)C(F)(F)F)cc2,0
Fc1ccc2N(C3CCN(CC(=O)Nc4ccc5ncccc5c4)CC3)C(=O)OCc2c1,1
Cc1c(Nc2c(C=Cc3cccc(c3)S(=O)(=O)N4CCCC4)cncc2C#N)ccc5[nH]ccc15,1
COc1ccccc1N2CCN([C@@H](C)C2)C(=O)c3cc([nH]n3)c4ccc(Cl)cc4,1
C(N1CCCC1)c2ccnc(Nc3ncc(s3)c4ccccc4)c2,1
Cc1ccccc1CN(CCN(Cc2cncn2C)c3ccc(cc3)c4ccccc4)S(=O)(=O)c5cn(C)cn5,1
FC(F)(F)CC(c1cccs1)c2c([nH]c3cc(Cl)ccc23)c4ccccc4,0
Cc1cc(C(=C)c2ccc3c(c2)c4ccccc4n3C)c5ccccc5n1,0
CS(=O)(=O)c1cccc(Oc2cccc(c2)c3c(Cc4ccccc4)nc5c(cccn35)C(F)(F)F)c1,1
N[C@@H]1CCCN(C1)C2=NC3=C(CCCC3)C(=O)N2Cc4ccccc4C#N,1
COc1ccccc1c2ccc3cnc(Nc4ccc(cc4OC)[C@@]5(O)CCN(C)C[C@@H]5O)nn23,0
NCCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)c1nccs1)C(=O)N[C@@H](C(=O)N)c2ccc(OCc3ccc(cc3)C(F)(F)F)cc2,0
Fc1ccc(nc1)c2cc(ncn2)c3cc(cc(Cl)c3F)C#N,0
Cc1cccc2c(Nc3cccc(c3)c4nc5c(cccc5[nH]4)C(=O)N)c6ccccc6nc12,0
Fc1cc(ccc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)c5cccc(c5)C#N,1
CS(=O)(=O)N1CCN(CC1)C(=O)c2cnc3ccc(F)cc3c2c4ccc(cc4)C5(CC5)C#N,0
NC1CN(CC1c2ccc(Cl)cc2Cl)c3nccc(n3)c4ccccc4,0
CS(=O)(=O)N1CCN(CC1)C(=O)c2cnc3ccc(F)cc3c2N4CCC(CC4)(C=O)c5ccccc5,0
COc1cc(cnc1OC)N2C(=O)N(Cc3c(F)cc(F)cc3Cl)c4ccccc4S2(=O)=O,1
Cc1c2CNCCCCNc3cc(ccc3C(=O)N)n2c4CC(C)(C)CC(=O)c14,1
CNC(=O)[C@@H](NC(=O)c1oc(cc1)c2ccc(CNc3nc(O)c4CCCc4n3)c(F)c2)C(C)C,1
CN1CCN(Cc2ccnc(C=Cc3cncc(C#N)c3Nc4ccc5[nH]ccc5c4C)c2)CC1,1
Cc1c2CCCN3C[C@H](O)C[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,1
C[C@@H](Nc1nc(O)c2cnn(C3CCCC3)c2n1)C(=O)N4CCSC4,1
CC(C)(C)c1ccc(cc1)c2nc3c(cccc3[nH]2)N4CCN(Cc5ccc6NC(=O)C(=O)N(Cc7cccnc7)c6c5)CC4,1
CC(C)NC(=O)c1cccc(c1)c2cc([nH]n2)c3ccc(N4CCN(C)CC4)c(Br)c3,1
CNC(=O)[C@@H](NC(=O)c1oc(cc1)c2ccc(CSc3nc(O)c4CCCc4n3)c(F)c2)C5CCCCC5,1
FC(F)(F)COc1ccccc1C(=O)Nc2ccccc2C(=O)Nc3cccc(c3)S(=O)(=O)C(F)(F)F,0
COc1cc(cc(OC)c1OC)C(=O)c2c[nH]c(n2)c3c[nH]c4ccccc34,0
CCN1C=C\C(=N/c2ccc(Oc3cccc(OC(F)(F)F)c3)cc2)\c4ccc(cc14)C(F)(F)F,0
CS(=O)(=O)c1ccc(cc1)c2ccc([C@H](Cn3ccnc3)NC(=O)c4ccc(cc4)c5oc(nn5)c6ccccc6)c(Cl)c2,0
N[C@@H]1CCCN(C1)C2=NC=C(C(=O)N2Cc3ccccc3C#N)c4cocc4,1
COc1ccc2c(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCCC=C[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)NC(=O)c7ccn(CC(F)(F)F)n7)cc(OC(C)C)nc2c1C,0
CC(C)(C)C(=O)OC1=CN(C(=CC1=O)CSc2oc3ccc(cc3n2)C(=O)O)c4ccccc4,0
CCc1c(C2CCN(CCCSc3ccc(F)cc3)CC2)c4ccc(F)cc4n1c5ccc(cn5)C(=O)O,0
CC(C)CS(=O)(=O)Oc1ccc(cc1)S(=O)(=O)CC2CS2,0
CCC1(CCN(CC1)c2c(cnc3ccc(F)cc23)C(=O)N4CCN(CC4)S(=O)(=O)C)C#N,1
CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c4cc(C)ccc4n1,1
C[C@@H](Nc1nc(NC2(CC2)C(F)(F)F)c3nc(ccc3n1)c4cccc(c4)S(=O)(=O)C)c5ccc(cc5)n6cncn6,0
CC(C)S(=O)(=O)c1ccc(cc1)c2cnc3c(O)n(Cc4cc(F)ccc4C#N)c(nc23)N5CCC[C@@H](N)C5,0
Fc1ccc2ncc(C(=O)N3CCN(CC3)C(=O)C4CC4)c(N5C[C@H]6CCCC[C@H]6C5)c2c1,1
COC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,1
CN1CCN(CCOc2ccc(cc2)c3cncc(C#N)c3Nc4ccc5[nH]ccc5c4C)CC1,1
CC(C)COC(=O)Nc1ccc(cc1)c2cnc3c(cnn3c2N)c4cccc(c4)N5CCN(C)CC5,1
CC1=CN=C(NCC(c2ccccc2)c3ccccc3)C(=O)N1CC(=O)NCCON=C(N)N,1
CC(C)(C)c1ccc(cc1)c2c(cnc3ccc(F)cc23)C(=O)N4CCN(CC4)S(=O)(=O)C,1
COc1cc(cc2OCCCOc12)C(=O)c3c[nH]c(n3)c4c[nH]c5ccccc45,0
COc1cc2c(cc1c3c(C)onc3C)[nH]c4ncnc(c5c(C)[nH]c6ccccc56)c24,0
Cc1ncc(cn1)C(=O)Nc2ccc(cn2)c3ccsc3,1
CS(=O)(=O)c1cccc(Oc2cccc(c2)n3c(nc4c(cccc34)C(F)(F)F)C(F)(F)F)c1,1
CC(C)COC(=O)Nc1ccc(cc1)c2cnc3c(cnn3c2N)c4cccc(c4)N5CCNCC5,0
Cc1nc(CN2CCN(CC2)c3cccc4[nH]c(nc34)c5ccc(cc5)C(C)(C)C)cn1C,1
CC(C)CN1C(=O)CN(Cc2ccc(cc2)c3cccc(CN4CCCC(F)C4)n3)C1=O,1
CC(C)(CNC(=O)c1cccc(c1)C(F)(F)F)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4,0
CNC(=O)c1c(oc2nc(NCC(F)(F)F)c(cc12)c3cccc(c3)C(=O)NC(C)(C)c4nocn4)c5ccc(F)cc5,0
CC(C)n1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4cccnc4)cc3)N5CCOCC5,1
CC(C)(C)c1cc(cc(c1)C(=O)Nc2cccnc2)C(=O)Nc3cccnc3,0
COc1cc(N2CCN(CC2)C3CCN(CC3)c4c(F)ccc5cccnc45)c6ncccc6c1,1
CCCCN1C(=O)C(CCCC2CCCCC2)NC(=O)C13CCN(Cc4ccc(Oc5ccccc5)cc4)CC3,1
CN1CCN(Cc2ccc(cc2)C3Nc4cccc5c(O)nnc(C3c6ccccc6)c45)CC1,1
CCCCOC(=O)COC(=O)C=Cc1ccc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cc1OCC,0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H]2CCCCOc3ccc(C[C@H](NC(=O)[C@H](Cc4ccc5ccccc5c4)NC(=O)[C@@H]6C[C@@H](CN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)n7cc(COc8ccc(C[C@@H](NS(=O)(=O)C9CC9)NC(=O)[C@H](Cc%10ccc%11ccccc%11c%10)NC(=O)[C@@H]1C2)cc8)nn7)C(=O)O)cc3)C(C)(C)C,0
CN(CC(=O)NC(c1ccccc1Cl)c2cc(Cl)c3cccnc3c2O)Cc4ccccc4,1
CC(C)NCc1ccc(cc1)c2cc([nH]n2)c3cccc(c3)C(=O)NC(C)C,0
C[C@@H]1[C@@H](O)C(C)(C)Nc2c(C)c(Cl)c(cc12)c3cccc4cc[nH]c34,1
CC(C)(C)C[C@@H]1N[C@H]([C@H](c2cccc(Cl)c2F)[C@]13C(=O)Nc4cc(Cl)ccc34)C(=O)NCC[C@H](O)CO,1
COc1ccc2c(O[C@H]3C[C@@H]4N(C3)C(=O)N[C@@]5(C[C@H]5C=CCCCCN(C)C4=O)C(=O)NS(=O)(=O)C6(C)CC6)cc(nc2c1C)c7nc(cs7)C(C)C,0
CCNC(=O)c1ccc(NC(=O)Nc2ccc(cc2)c3nc(N4CCOCC4)c5nnn(CC)c5n3)cc1,1
CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccc(cc4)C(=O)N)cc3)N5CCOCC5,1
CC#CC1=CN=C(N2CCC[C@@H](N)C2)N(Cc3ccccc3C#N)C1=O,0
CC(C)(C)c1ccc(cc1)c2ccc(cn2)C#N,1
N[C@H]1CCC[C@H](C1)c2ccncc2NC(=O)c3nc(ccc3N)C4CCCCC4,1
CN1CCN(CC1)c2ccc(cc2)c3cc([nH]n3)c4cccc(c4)C(=O)NCC#N,1
CN(C)C(C(=O)Nc1cc2ccnc(O)c2cc1Cl)c3ccccc3,1
OCCOCCN1CCN(CC1)C(c2ccc(Cl)cc2)c3ccc(Cl)cc3,1
CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(cc6)C(=O)O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)NCCO,0
Cc1cc(\C=C\C#N)cc(C)c1Oc2cc(Nc3ccc(cc3)C#N)c(N)cc2CO,0
CC(C)S(=O)(=O)N1CCN(CCN[C@]23CC[C@H]([C@@H]2[C@H]4CC[C@@H]5[C@@]6(C)CC=C(c7ccc(cc7)C(=O)O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)CC3)C(=C)C)CC1,0
CCN(CC)CCNC(=O)c1ccc(n1CC)C(CC)(CC)c2ccc(OCSc3ccccc3)c(C)c2,0
COC(=O)c1ccc(cc1)c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2,1
CN(CCCNC[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@@]5(C)CC=C(c6ccc(cc6)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)C(=C)C)c7ccccc7,0
CC1(CCN(C(=O)O1)c2cccc(c2)c3ccc(F)cc3)c4ccccc4,0
CC(C)OC(=O)N1CCC(CC1)O[C@@H]2CC[C@H](CC2)Oc3cnc(cn3)S(=O)(=O)C,0
CC(=O)c1cc(C(=O)NOC[C@H](O)CO)c(Nc2ccc(I)cc2F)n1C,1
Clc1ccc(NC(=O)Nc2ccc(s2)c3ccccc3)cc1,0
COC(=O)Nc1ccc2c(NC(=O)CCC=CC[C@H](N3CC[C@@H](CC3=O)c4cccc(Cl)c4)c5nc2c[nH]5)c1,1
CCCS(=O)(=O)Oc1ccc(Oc2ccc(cc2)S(=O)(=O)CC3CS3)cc1,1
Cc1c2CCCN3CCOC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,1
[2H]C([2H])([2H])C(c1ccccc1c2ncc(C)c(NCc3ccc(cc3)n4ccnn4)n2)C([2H])([2H])[2H],1
COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC4(CCCCC4)c5ccccn5)cc1,1
Clc1cc(cc(c1)c2cc(ncn2)n3cccn3)C#N,1
CCc1nc2ccc(Cl)cn2c1C(=O)NCc3ccc4oc(nc4c3)C5CCCCC5,1
Cc1nc2ccccc2n1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3,1
CCCc1nn(C)c2c(O)nc(nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4,0
CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCNC(=O)C)c3c2)c4cc(F)cc(F)c4,0
COc1cc(Nc2c(cnc3cc(C=CCCN(C)C)c(OC)cc23)C#N)c(Cl)cc1Cl,1
Cc1cc(NCC(=O)NC(c2cccc(c2)[N+](=O)[O-])c3cc(Cl)c4cccnc4c3O)ccc1Cl,1
CC(=O)N1CCN(CC1)C(=O)c2cnc3ccc(F)cc3c2N4CCC(C)(CC4)C#N,0
FC(F)(F)COc1ccc(cn1)C(=O)NCCC(c2ccccc2)c3ccccc3,1
Nc1ncnc(Nc2ccc(Oc3ccccn3)c(Cl)c2)c1c4occ(CNC(=O)C=C)n4,1
COc1cnc(CN=Cc2c(O)nc(O)c3ccc(I)cc23)cc1O,0
CC(C)c1nc2c(cccc2n1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,1
Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCNC4)nn23)c(n1)C(F)(F)F,1
CS(=O)(=O)c1cccc(c1)c2cccc(c2)c3c(Cc4ccccc4)cnc5c(cccc35)C(F)(F)F,1
CN(C)Cc1cccc(c1)C2C(Nc3cccc4c(O)nnc2c34)c5ccccc5,1
CCOc1ccccc1OCCNCCCCN2C(=O)C3CCCN3C2=O,1
Cc1c(Nc2c(C=Cc3cccc(CN4CCC(O)CC4)n3)cncc2C#N)ccc5[nH]ccc15,1
CC(=O)NCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]2C[C@@H](N)[C@@H](O)C2)c3cccc(Cl)c3c4cccc(C)c4,0
CC(C)S(=O)(=O)c1cccc(Oc2ccc(Cl)c(c2)n3c(C)nc4c(Cl)cccc34)c1,1
CC(C)OC(=O)Nc1ccc2c(c1)sc3cc(ccc23)S(=O)(=O)N[C@@H](C(C)C)C(=O)O,0
CN1C(=O)C(=C(Nc2ccc(I)cc2F)C3=C1N=CN(C[C@@H](O)CO)C3=O)F,0
Fc1cccc(c1)S(=O)(=O)c2ccc3c4CCNC5(CCCOC5)c4oc3c2,1
Clc1ccc(N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccsc4)CC2)c(Cl)c1,1
CS(=O)(=O)N1CCN(CC1)C(=O)c2cnc3ccc(Cl)cc3c2N4CCC(CC4)(C#N)c5ccccc5,1
CC(C)(C)c1ccc(cc1)C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56.OC(=O)C(=O)O,0
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4C[C@@H](O)CN5CCN(CC5)S(=O)(=O)C,0
CS(=O)(=O)N1CCN(CC1)C(=O)c2cnc3ccc(F)cc3c2N4CCC5(CC4)CC(=O)c6ccccc56,1
[2H]C([2H])([2H])NC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc3ccccc3S(=O)(=O)C,0
COC[C@@H]1CCCN1CC(O)CN2[C@@H]3CC[C@H]2C[C@H](C3)NC(=O)c4nn(C(C)C)c5ccccc45,0
Fc1ccc(cc1c2cc(ncn2)n3cccn3)C#N,1
Oc1c(cc(Cl)c2cccnc12)C(NC(=O)COc3cccnc3)c4cccc(F)c4,1
CNC(=O)[C@@H](NC(=O)c1csc(n1)c2ccc(CSc3nc(O)c4CCCc4n3)c(F)c2)C(C)C,1
CCN1CCN(CCC=Cc2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(cnc3c2)C#N)CC1,1
Fc1ccc(nc1CN2CCS(=O)(=O)CC2)c3ccc(CN4CC(=O)N(C5CC5)C4=O)cc3,0
CCS(=O)(=O)c1cccc(Oc2cccc(c2)n3c(C)nc4c(cccc34)C(F)(F)F)c1,1
CCN(CCNC(=O)[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@@]5(C)CC=C(c6ccc(cc6)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC2)C(=C)C)CC(=O)O,0
CC[C@H](NS(=O)(=O)c1ccc(c(Cl)c1Cl)c2sc(nc2C(=O)N3CCC(F)CC3)C(=O)NCC(C)(C)O)C(F)(F)F,0
CC(N1C(=N)C(=CC2=C1N=C3C=CC(=CN3C2=O)C)C(=O)NCc4ccc(cc4)C(F)(F)F)c5ccc(Cl)c(Cl)c5,0
COc1cc2nc(nc(Nc3ccccn3)c2cc1OC)N4CCCN(CC4)C(=O)N5CC(O)C(O)C5,0
CCc1cnc2c(cccc2c1c3cccc(c3)c4cccc(c4)S(=O)(=O)C)C(F)(F)F,0
COc1ccc(cc1OC)c2csc(Nc3cc4ccccc4cn3)n2,0
C[C@@H]1CCCN1CCCOc2ccc(cc2)C(=O)CN3CCN(CC3)C(=O)c4ccccc4,0
CC(C)(C)n1nc(C(=O)NC(C)(C)c2ccccc2)c3C[C@H]4C[C@H]4c13,1
Fc1ccc(cn1)c2ccc(CNS(=O)(=O)c3cc4ccc(Cl)cc4[nH]3)cc2,1
Cc1c2CCCN3C[C@@H](F)C[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,1
COc1cc(N2CCN(CC2)C3CCN(CC3)c4cccc5cc(cnc45)C(F)(F)F)c6ncccc6c1,1
CNC(=O)[C@@H](NC(=O)c1oc(cc1)c2ccc(CSc3nc(O)cc(n3)C(F)(F)F)c(F)c2)C(C)C,0
CNC(=O)[C@@H](NC(=O)c1oc(cc1)c2ccc(CSc3nccc(O)n3)c(F)c2)C(C)C,0
CC1(COC1)c2ccc(cc2)c3ccc(cn3)C#N,0
Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)CC4CCCCC4,1
CC(C)(C)c1[nH]cnc1C=C2NC(=O)C(=Cc3ccccc3)NC2=O,0
CC(=O)c1ccc(NCC(=O)NC(c2ccc(C)cc2)c3cc(Cl)c4cccnc4c3O)cc1,1
COc1ccc(cc1C#Cc2ccccn2)C(=O)N3CCN(CC3)c4ccncn4,1
CC#C[C@@H](Cc1nn[nH]n1)c2ccc(OCc3ccc4sc(C)c(c5ccccc5C)c4c3)cc2,1
O=S1(=O)CCC(CC1)Oc2ccc3OC4(CCN(CC4)C5CCC5)CCc3c2,0
Nc1ncnc(N2CCC[C@H]2C3=Nc4cccc(F)c4C(=O)N3Cc5ccccc5)c1C#N,1
Cc1cccc(Cl)c1NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@@H](C4CCCCC4)C(=O)O,1
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2,0
Cc1cnc2c(cccc2c1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3)C(F)(F)F,0
FC(F)CN1C(=O)CN(Cc2ccc(cc2)c3ccc(F)c(CN4CCCCC4)n3)C1=O,1
COCCNCc1cccc(C=Cc2cncc(C#N)c2Nc3ccc4[nH]ccc4c3C)c1,1
NS(=O)(=O)CC(=O)NCCSc1nonc1C(=NO)Nc2cccc(Cl)c2,0
CC(C)c1nc2c(Cl)cccc2n1c3cccc(Oc4cccc(c4)S(=O)(=O)C)c3,1
C[C@@H]1C[C@H](N)C[C@@H](C1)c2ccncc2NC(=O)c3csc(n3)c4c(F)cccc4F,0
CC(F)(F)c1ccc(cc1)S(=O)(=O)c2nnn3c4ccsc4c(NCc5cccs5)nc23,0
Fc1cc(ccc1C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)Nc4ccncc4)c5ccc(c(F)c5)C(F)(F)F,0
Cc1c2CCNCC(O)CNc3cc(ccc3C(=O)N)n2c4CC(C)(C)CC(=O)c14,1
C[C@@H]1CCCN([C@@H]1CNC(=O)c2cccc3oc(C)cc23)C(=O)c4nc(C)sc4c5ccccc5,0
COc1cc(cc(OC)c1OC)C(=O)c2csc(n2)c3ccccc3,0
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3cc(F)ccc3Br)C1=O,1
CNC(=O)[C@@H](NC(=O)c1oc(cc1)c2ccc(CSc3nc(O)c4CCCc4n3)c(F)c2)C(C)(C)O,1
C[C@@H]1CCCN1CCc2ccc(cc2)C3=NN(C)C(=O)C=C3,0
CC(=C)[C@@H]1CC[C@]2(CNCCN3CCOCC3)CC[C@]4(C)[C@H](CC[C@@H]5[C@@]6(C)CC=C(c7ccc(cc7)C(=O)O)C(C)(C)[C@@H]6CC[C@@]45C)[C@@H]12,0
Cc1ccc(cc1F)C2(CNC(=O)[C@@H](Cc3ccc(cc3)C#N)NC(=O)Nc4ccc(F)cc4)CC2,0
CCC1=C([C@@H](NC(=O)N1)c2ccc(O)c(Cl)c2)c3occ(n3)C4CCCCC4,0
Fc1ccc(cc1)C(=O)N2CCN(CC2)c3nccc(n3)C(C#N)c4ccccn4,1
FC(F)(F)CC(c1occc1)c2c([nH]c3cc(Cl)ccc23)c4ccccc4,0
CNC[C@@H](O)CCN1c2ccccc2N(c3ccccc3Cl)S1(=O)=O,1
COc1cccc(F)c1OC2CN(Cc3cnn(c3C)c4ccccc4)C2,1
CN1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)c4nc(O)nc(n4)N5CCOCC5)cc2,0
N[C@@H]1CCCN(C1)c2nc3c(cnc3c(O)n2Cc4cc(F)ccc4C#N)c5cccs5,0
OC(=O)c1cccc(c1)S(=O)(=O)N2CCC(CC2)NS(=O)(=O)c3cc(ccc3C(F)(F)F)S(=O)(=O)c4ccccc4,1
COc1cc(ccc1Nc2ncc3ccc(c4ccccc4OC)n3n2)[C@@H]5CCNC[C@@H]5O,0
Fc1ccc(cc1)c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc5ccncc5)c(F)c2,1
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc3ccc(F)cc3Cl)C1=O,0
NC(=O)c1cccc(c1)[C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CCc4ccccc4)C(=O)CO,0
CC1=CN2C(=O)C3=C(N=C2C=C1)N(C(=N)C(=C3)C(=O)NCc4ccc(OC(F)(F)F)cc4)C5(CC5)c6ccc(F)cc6,0
COc1ccc(cc1OC)c2csc(Nc3ccc4ccccc4n3)n2,0
Oc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4ccsc4)CC2,1
Fc1ccc(cc1Cl)N2CCN(CC2)c3ccc(C(=O)N[C@H](Cc4c[nH]c5ccccc45)C(=O)Nc6ccncc6)c(F)c3,1
O=C1NCC2(CCNCC2)c3[nH]c(cc13)c4ccnc(n4)c5ccc6OCOc6c5,0
Cn1c(Nc2ccc(I)cc2F)c(C(=O)NOC[C@H](O)CO)c3CCCC(=O)c13,1
Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5ccnc(O)c35)cccc12,1
Clc1ccc([C@H](Cn2ccnc2)NC(=O)c3ccc(cc3)c4oc(nn4)c5cccc(Br)c5)c(Cl)c1,0
Cc1ccnc(NC(c2ccc(cc2)[N+](=O)[O-])c3ccc4cccnc4c3O)c1,0
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](CC(=O)NC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)C(=O)O)cc(nc2c1Br)c6csc(NC(C)C)n6,0
CC(=O)N1CC(N)C(C1)c2ccc(Cl)cc2Cl,0
C[C@H](N1CC[C@@](CCCO)(OC1=O)c2ccc(F)cc2)c3ccc(cc3)c4ccc(F)cc4,1
CS(=O)(=O)Oc1ccc(Oc2ccc(cc2)S(=O)(=O)CC3CS3)cc1,1
OC(=O)c1cnc(cn1)C(=Cc2cc(O)c(O)c(c2)[N+](=O)[O-])C#N,0
Oc1nccc2cc(NC(=O)C(NC3CC3)c4ccccc4)c(Cl)cc12,1
CC(C)NC(=O)N1CC[C@@H](C1)NC2=Nc3cc(F)ccc3N(CC(F)F)c4ccc(Cl)cc24,1
N[C@H]1COCC[C@H]1Nc2cc3ncnc(O)c3c(Nc4cccc5cc[nH]c45)n2,1
c1ccc2c(C#Cc3ccncc3)[nH]nc2c1,0
CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c3ccc(cc3)C(F)(F)F)on1,0
COc1ccc(CN(C)C)c(c1)c2cc3c(Nc4ccc5[nH]ccc5c4C)c(cnc3s2)C#N,1
Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)N[C@]5(CCCNC5)C(=O)Nc6ccc(C=CC(=O)O)cc6,1
Oc1cccc(c1)c2cnc(s2)c3cccc(O)c3,1
C[C@H]1CCC[C@@H](CNc2ccc(cn2)C(F)(F)F)N1C(=O)c3nc(C)sc3c4ccc(F)cc4,0
Clc1cccc(c1)N2CCC(CC2)C(=O)Nc3ccc4OCC(=O)Nc4c3,1
Cc1cc(NCC(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O)ccc1Cl,1
Cc1ccnc(NC(c2ccc(cc2)[N+](=O)[O-])c3ccc4ccc(C)nc4c3O)c1,1
Cn1cc2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc5ccnc(O)c35)cccc2n1,1
Cc1c2CCCN3CCC[C@@H](C3)Nc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15,1
Cc1c2CCNCCNc3cc(ccc3C(=O)N)n2c4CC(C)(C)CC(=O)c14,1
Fc1ccc(nc1)c2ccc(cc2)C3(CC3)C(F)(F)F,0
[O-][N+](=O)c1cnc(Sc2nc3ccccc3s2)s1,0
Cc1ccc(cc1)S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2,1
CS(=O)(=O)Oc1ccc(cc1)S(=O)(=O)CC2CS2,0
CCn1nnc2c(nc(nc12)c3ccc(NC(=O)Nc4ccncc4)cc3)N5CCOCC5,1
Cc1cccc(NC(=O)c2nn(C)c(c2C)c3cc(F)cc(F)c3)n1,0
Fc1ccc(cc1F)N2CCN(CC2)c3ccc(C(=O)N[C@H](Cc4c[nH]c5ccccc45)C(=O)Nc6ccncc6)c(F)c3,1
Cc1cc(O)ccc1C(=O)NCCc2ccc(cc2)C(C)(C)C,1
C[C@H](N1CC[C@@](CCCO)(OC1=O)c2ccccc2F)c3ccc(cc3)c4ccc(F)cc4,0
NCC(=O)N1C[C@@H](C[C@H]1C(=O)NC2CC2)NC(=O)c3ccccc3,0
